title,company,location,country,region,skills
Linux Systemadministrator / DevOps Engineer (m/w/d),Labor Dr. von Froreich GmbH,"Hamburg, Deutschland",Germany,Hamburg,
DevOps Engineer - AI-Ops / C++ Build Systems (m/w/d),IONOS SE,"Berlin, Deutschland",Germany,Berlin,
Senior MLOps / DevOps Engineer AI (Computer Vision) (m/w/d),Schwarz Digits,"Heilbronn, Heilbronn (Kreis)",Germany,Heilbronn,"python,docker,machine learning"
DevOps Engineer - Inhouse Consultant SAP S/4HANA Beschaffung (m/w/d),toom Baumarkt GmbH ,"Eil, Köln",Germany,Eil,
Senior DevOps-Engineer / Backend-Entwickler (m/w/d),Deutsche Kautionskasse AG,"Starnberg, Starnberg (Kreis)",Germany,Starnberg,
IT Architekt (W/M/D) Cloud-Basisdienste und Containerplattform / DevOps Engineer,HZD Hessische Zentrale für Datenverarbeitung,"Wiesbaden, Wiesbaden (Kreis)",Germany,Wiesbaden,
DevOps / Platform Engineer (gn),Control Expert GmbH,"Langenfeld (Rheinland), Mettmann (Kreis)",Germany,Langenfeld (Rheinland),
DevOps / Data Engineer (w/m/d) – Schwerpunkt Datenplattformen,Medizinischer Dienst Thüringen,"Weimar, Weimar (Kreis)",Germany,Weimar,sql
DevOps Engineer (m/w/d),TRIOLOGY GmbH,"Innenstadt, Braunschweig",Germany,Innenstadt,
DevOps Platform Engineer – IT / OT Datenverarbeitung (w/m/d),TransnetBW GmbH,"Wendlingen am Neckar, Esslingen (Kreis)",Germany,Wendlingen Am Neckar,
DevOps Engineer (m/w/d),DRK-Blutspendedienst Baden-Württemberg – Hessen gGmbH,"Wohlgelegen, Mannheim",Germany,Wohlgelegen,
DevOps / Kubernetes Platform Engineer (m/w/d),mgm technology partners GmbH,"Hamburg, Deutschland",Germany,Hamburg,
DevOps Engineer (m/w/d),Elbit Systems Deutschland GmbH & Co. KG,Deutschland,Germany,Unknown,
Senior DevOps Engineer Cloud Plattformarchitektur (m/w/d),Datev eG,"Forchheim, Forchheim (Kreis)",Germany,Forchheim,
Senior DevOps Engineer Cloud Plattformarchitektur (m/w/d),Datev eG,"Ansbach, Ansbach (Kreis)",Germany,Ansbach,
Senior DevOps Engineer Cloud Plattformarchitektur (m/w/d),Datev eG,"Neumarkt in der Oberpfalz, Neumarkt in der Oberpfalz (Kreis)",Germany,Neumarkt In Der Oberpfalz,
Senior DevOps Engineer Cloud Plattformarchitektur (m/w/d),Datev eG,"Erlangen, Bayern",Germany,Erlangen,
Senior DevOps Engineer Cloud Plattformarchitektur (m/w/d),Datev eG,"Bayreuth, Bayreuth (Kreis)",Germany,Bayreuth,
DevOps Engineer / IT Operations & Automation (m/w/d),Swarco AG,"Berlin, Deutschland",Germany,Berlin,
Senior DevOps Engineer Cloud Plattformarchitektur (m/w/d),Datev eG,"Neustadt an der Aisch, Neustadt an der Aisch-Bad Windsheim (Kreis)",Germany,Unknown,
DevOps Engineer – Verkehrsleitsysteme & KRITIS-Infrastruktur (m/w/d),Swarco AG,"Berlin, Deutschland",Germany,Berlin,
Senior DevOps Engineer Cloud Plattformarchitektur (m/w/d),Datev eG,"Fürth, Fürth (Kreis)",Germany,Fürth,
Senior DevOps Engineer Cloud Plattformarchitektur (m/w/d),Datev eG,"Bamberg, Bamberg (Kreis)",Germany,Bamberg,
Senior DevOps Engineer Cloud Plattformarchitektur (m/w/d),Datev eG,"Nürnberg, Bayern",Germany,Nürnberg,
Senior Cloud DevOps Engineer AI Governance (m/w/d),Datev eG,"Nürnberg, Bayern",Germany,Nürnberg,
Senior Cloud DevOps Engineer AI Governance (m/w/d),Datev eG,"Ansbach, Ansbach (Kreis)",Germany,Ansbach,
Senior Cloud DevOps Engineer AI Governance (m/w/d),Datev eG,"Bayreuth, Bayreuth (Kreis)",Germany,Bayreuth,
Senior Cloud DevOps Engineer AI Governance (m/w/d),Datev eG,"Bamberg, Bamberg (Kreis)",Germany,Bamberg,
Senior Cloud DevOps Engineer AI Governance (m/w/d),Datev eG,"Erlangen, Bayern",Germany,Erlangen,
Senior Cloud DevOps Engineer AI Governance (m/w/d),Datev eG,"Forchheim, Forchheim (Kreis)",Germany,Forchheim,
Senior Cloud DevOps Engineer AI Governance (m/w/d),Datev eG,"Neustadt an der Aisch, Neustadt an der Aisch-Bad Windsheim (Kreis)",Germany,Unknown,
Senior Cloud DevOps Engineer AI Governance (m/w/d),Datev eG,"Fürth, Fürth (Kreis)",Germany,Fürth,
Senior Cloud DevOps Engineer AI Governance (m/w/d),Datev eG,"Neumarkt in der Oberpfalz, Neumarkt in der Oberpfalz (Kreis)",Germany,Neumarkt In Der Oberpfalz,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Hamburg, Deutschland",Germany,Hamburg,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Bremen, Deutschland",Germany,Bremen,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Soltau, Soltau-Fallingbostel (Kreis)",Germany,Soltau,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Nienburg (Weser), Nienburg (Kreis)",Germany,Nienburg (Weser),
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Lüneburg, Lüneburg (Kreis)",Germany,Lüneburg,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Göttingen, Göttingen (Kreis)",Germany,Göttingen,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Hameln, Hameln-Pyrmont (Kreis)",Germany,Hameln,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Celle, Celle (Kreis)",Germany,Celle,
DevOps Engineer für interurbane Verkehrssysteme (m/w/d),Swarco AG,"Trier, Rheinland-Pfalz",Germany,Trier,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Walsrode, Soltau-Fallingbostel (Kreis)",Germany,Walsrode,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Minden, Minden-Lübbecke (Kreis)",Germany,Minden,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Hannover, Region Hannover (Kreis)",Germany,Hannover,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Hildesheim, Hildesheim (Kreis)",Germany,Hildesheim,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Braunschweig, Niedersachsen",Germany,Braunschweig,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Wolfsburg, Niedersachsen",Germany,Wolfsburg,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Bielefeld, Nordrhein-Westfalen",Germany,Bielefeld,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Gifhorn, Gifhorn (Kreis)",Germany,Gifhorn,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Wedemark, Region Hannover (Kreis)",Germany,Wedemark,
DevOps Engineer - Hybrid Cloud (m/w/d),Sennheiser electronic SE & Co. KG,"Peine, Peine (Kreis)",Germany,Peine,
DevOps Engineer - Kubernetes / Golang / Cloud Native (m/w/d),Workwise GmbH,"Neustadt, Hamburg",Germany,Unknown,
Senior DevOps Engineer (m/w/d),BWI GmbH,"Nürnberg, Bayern",Germany,Nürnberg,
Senior DevOps Engineer (m/w/d),BWI GmbH,"Bonn, Nordrhein-Westfalen",Germany,Bonn,
Senior DevOps Engineer (m/w/d),BWI GmbH,"Berlin, Deutschland",Germany,Berlin,
Senior DevOps Engineer (m/w/d),BWI GmbH,"Leipzig, Leipzig (Kreis)",Germany,Leipzig,
Senior DevOps Engineer (m/w/d),BWI GmbH,"Ulm, Baden-Württemberg",Germany,Ulm,
Senior DevOps Engineer (m/w/d),BWI GmbH,"Hamburg, Deutschland",Germany,Hamburg,
Senior DevOps Engineer (m/w/d),BWI GmbH,"München, München (Kreis)",Germany,Munich,
Senior DevOps Engineer (m/w/d),BWI GmbH,"Frankfurt am Main, Hessen",Germany,Frankfurt Am Main,
Senior DevOps Engineer - Kubernetes / Bare Metal (m/w/d),Workwise GmbH,"Neustadt, Hamburg",Germany,Unknown,
Senior DevOps Engineer Java Spring Boot AI (m/w/d),Datev eG,"Ansbach, Ansbach (Kreis)",Germany,Ansbach,
Senior DevOps Engineer Java Spring Boot AI (m/w/d),Datev eG,"Erlangen, Bayern",Germany,Erlangen,
Senior DevOps Engineer Java Spring Boot AI (m/w/d),Datev eG,"Fürth, Fürth (Kreis)",Germany,Fürth,
Senior DevOps Engineer Java Spring Boot AI (m/w/d),Datev eG,"Forchheim, Forchheim (Kreis)",Germany,Forchheim,
Senior DevOps Engineer Java Spring Boot AI (m/w/d),Datev eG,"Bamberg, Bamberg (Kreis)",Germany,Bamberg,
Senior DevOps Engineer Java Spring Boot AI (m/w/d),Datev eG,"Neumarkt in der Oberpfalz, Neumarkt in der Oberpfalz (Kreis)",Germany,Neumarkt In Der Oberpfalz,
Senior DevOps Engineer Java Spring Boot AI (m/w/d),Datev eG,"Neustadt an der Aisch, Neustadt an der Aisch-Bad Windsheim (Kreis)",Germany,Unknown,
Senior DevOps Engineer Java Spring Boot AI (m/w/d),Datev eG,"Bayreuth, Bayreuth (Kreis)",Germany,Bayreuth,
Senior DevOps Engineer Java Spring Boot AI (m/w/d),Datev eG,"Nürnberg, Bayern",Germany,Nürnberg,
IT-Administrator / DevOps Engineer (m/w/d),Vogler Engineering GmbH,Deutschland,Germany,Unknown,
Senior DevOps & Platform Engineer (m/w/d),Hygi.de GmbH & Co. KG,"Telgte, Warendorf (Kreis)",Germany,Telgte,
SAP DevOps Engineer (f/m/d) - Inklusiver Job   ,E.ON,"Essen, Nordrhein-Westfalen",Germany,Essen,
DevOps Engineer als Teamleiter – Verkehrsleitsysteme & KRITIS-Infrastruktur (m/w/d),Swarco AG,"Berlin, Deutschland",Germany,Berlin,
DevOps Engineer - KVM & Linux Infrastructure (m/w/x),FIS-ASP Application Service Providing und IT-Outsourcing GmbH,Deutschland,Germany,Unknown,linux
Inhouse (Junior) IT-Netzwerkadministrator / Automatisierungsingenieur (m/w/d) - moderne Technologien & spannende Projekte,conMiller GmbH,"Friedrichshafen, Bodenseekreis",Germany,Friedrichshafen,
Senior DevOps Engineer - Schwerpunkt Big Data (m/w/d),BWI GmbH,"Meckenheim, Rhein-Sieg-Kreis",Germany,Meckenheim,
Senior DevOps Engineer - Schwerpunkt Big Data (m/w/d),BWI GmbH,"Köln, Nordrhein-Westfalen",Germany,Köln,
Senior DevOps Engineer - API Gateway (m/w/d) - Inklusiver Job   ,KfW Bankengruppe,"Frankfurt am Main, Hessen",Germany,Frankfurt Am Main,
Senior DevOps Engineer - API Gateway (m/w/d) - Inklusiver Job   ,KfW Bankengruppe,"Berlin, Deutschland",Germany,Berlin,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Soltau, Soltau-Fallingbostel (Kreis)",Germany,Soltau,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Nienburg (Weser), Nienburg (Kreis)",Germany,Nienburg (Weser),
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Minden, Minden-Lübbecke (Kreis)",Germany,Minden,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Hameln, Hameln-Pyrmont (Kreis)",Germany,Hameln,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Bielefeld, Nordrhein-Westfalen",Germany,Bielefeld,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Hildesheim, Hildesheim (Kreis)",Germany,Hildesheim,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Lüneburg, Lüneburg (Kreis)",Germany,Lüneburg,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Göttingen, Göttingen (Kreis)",Germany,Göttingen,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Celle, Celle (Kreis)",Germany,Celle,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Hannover, Region Hannover (Kreis)",Germany,Hannover,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Bremen, Deutschland",Germany,Bremen,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Peine, Peine (Kreis)",Germany,Peine,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Gifhorn, Gifhorn (Kreis)",Germany,Gifhorn,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Braunschweig, Niedersachsen",Germany,Braunschweig,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Walsrode, Soltau-Fallingbostel (Kreis)",Germany,Walsrode,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Hamburg, Deutschland",Germany,Hamburg,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Wedemark, Region Hannover (Kreis)",Germany,Wedemark,
Informatiker als DevOps Engineer - Cloud-Datacenter-Architektur - Linux Server (m/w/d),Sennheiser electronic SE & Co. KG,"Wolfsburg, Niedersachsen",Germany,Wolfsburg,
Senior MLOps / DevOps Engineer AI (Computer Vision) (m/w/d),Schwarz Digits,"Böckingen, Heilbronn",Germany,Böckingen,"python,machine learning"
DevOps & Cloud Engineer (all genders),XITASO GmbH IT & Software Solutions,"Bruck, Erlangen",Germany,Bruck,
DevOps & Cloud Engineer (all genders),XITASO GmbH IT & Software Solutions,"Zentrum, Leipzig",Germany,Zentrum,
DevOps & Cloud Engineer (all genders),XITASO GmbH IT & Software Solutions,"Au-Haidhausen, München",Germany,Unknown,
DevOps & Cloud Engineer (all genders),XITASO GmbH IT & Software Solutions,"Lechhausen, Augsburg",Germany,Unknown,
DevOps & Cloud Engineer (all genders),XITASO GmbH IT & Software Solutions,"Kreuzberg, Berlin",Germany,Kreuzberg,
DevOps Engineer,Utimaco IS,"Aachen, Aachen (Kreis)",Germany,Aachen,
DevOps Engineer,OfferZen,"München, München (Kreis)",Germany,Munich,aws
DevOps Engineer,OfferZen,"Berlin, Deutschland",Germany,Berlin,aws
DevOps Engineer,Utimaco,"Aachen, Aachen (Kreis)",Germany,Aachen,
DevOps Engineer,SThree Germany,"Alzey, Alzey-Worms (Kreis)",Germany,Alzey,
DevOps Engineer,Knowlix,Deutschland,Germany,Unknown,
DevOps Engineer,OHB System AG,Deutschland,Germany,Unknown,
DevOps Engineer*,Haeger Consulting,"Bad Godesberg, Bonn",Germany,Bad Godesberg,docker
DevOps Infrastructure Engineer (m/w/d),BWI GmbH,"Berlin, Deutschland",Germany,Berlin,
DevOps Infrastructure Engineer (m/w/d),BWI GmbH,"Leipzig, Leipzig (Kreis)",Germany,Leipzig,
DevOps Infrastructure Engineer (m/w/d),BWI GmbH,"Frankfurt am Main, Hessen",Germany,Frankfurt Am Main,
DevOps Infrastructure Engineer (m/w/d),BWI GmbH,"Bonn, Nordrhein-Westfalen",Germany,Bonn,
DevOps Infrastructure Engineer (m/w/d),BWI GmbH,"München, München (Kreis)",Germany,Munich,
DevOps Infrastructure Engineer (m/w/d),BWI GmbH,"Ulm, Baden-Württemberg",Germany,Ulm,
DevOps Infrastructure Engineer (m/w/d),BWI GmbH,"Nürnberg, Bayern",Germany,Nürnberg,
DevOps Infrastructure Engineer (m/w/d),BWI GmbH,"Hamburg, Deutschland",Germany,Hamburg,
(Senior) AI Platform Engineer (m/w/d),Union Investment,"Frankfurt am Main, Hessen",Germany,Frankfurt Am Main,
Senior DevOps Engineer,Rise Technical Recruitment,"Hamburg, Deutschland",Germany,Hamburg,
Senior DevOps Engineer,Verimatrix,"Zwillingshof, Freising (Kreis)",Germany,Zwillingshof,
DevOps Engineer (gn),aquitas GmbH,"Nürnberg, Bayern",Germany,Nürnberg,
Senior MLOps / DevOps Engineer AI (Computer Vision) (m/w/d),Schwarz Digits,"Heilbronn, Heilbronn (Kreis)",Germany,Heilbronn,"python,machine learning"
DevOps Ingenieur (m/w/d),TKMS ATLAS ELEKTRONIK GmbH,"Wedel, Pinneberg (Kreis)",Germany,Wedel,
DevOps Engineer (gn),workidentity GmbH,"Altona-Altstadt, Hamburg",Germany,Altona-Altstadt,
DevOps Engineer (gn*),3st kommunikation GmbH,"Oberstadt, Mainz",Germany,Oberstadt,
YOUKI - DevOps Engineer,YOUKI GmbH,"Amberg, Amberg (Kreis)",Germany,Amberg,
Principal DevOps Engineer,Twin Harbour Interactive,"Altona-Altstadt, Hamburg",Germany,Altona-Altstadt,
Senior DevOps Engineer,1inch,Deutschland,Germany,Unknown,aws
Senior DevOps Engineer,Logicalis,"Frankfurt am Main, Hessen",Germany,Frankfurt Am Main,
Senior Python Developer H/F,Lengow,"Paris, Ile-de-France",France,Paris,
Full Stack Python Developer H/F,Devoteam,"Levallois-Perret, Nanterre",France,Levallois-Perret,python
Senior Python Developer,Lengow,"Nantes, Loire-Atlantique",France,Nantes,
Senior Python Developer,Lengow,"Paris, Ile-de-France",France,Paris,
Senior Python Developer - Code Migration Specialist H/F,Mindrift,"Paris, Ile-de-France",France,Paris,"python,docker,linux"
Python Developer - AI Solutions,Schneider Electric,"Grenoble, Isère",France,Grenoble,
Senior Python Developer - Code Migration Specialist H/F,Mindrift,"Rhône, Auvergne-Rhône-Alpes",France,Rhône,"python,docker,linux"
Senior Python Developer - Creator Platform All Genders H/F,Dailymotion,"Issy-les-Moulineaux, Boulogne-Billancourt",France,Issy-Les-Moulineaux,
Python Developer - Paris H/F,Approach People Recruitment,"Paris, Ile-de-France",France,Paris,python
Senior Python Developer H/F,Lengow,"Pont-Rousseau, Rezé",France,Unknown,
Consultant - Python Developer - AI Enthousiast,Onepoint,France,France,Unknown,python
Senior Python Developer - Code Migration Specialist,Mindrift,"Lyon, Rhône",France,Lyon,"python,docker,linux"
Senior Python Developer - Code Migration Specialist,Mindrift,France,France,Unknown,"python,docker,linux"
Senior Python Developer - Code Migration Specialist,Mindrift,"Paris, Ile-de-France",France,Paris,"python,docker,linux"
Ingénieur Développement Python H/F,BEC Groupe,"Mérignac, Bordeaux",France,Mérignac,python
Python DevOps Developer H/F,Devoteam,"Levallois-Perret, Nanterre",France,Levallois-Perret,python
Python Backend Developer,Outsight,"Paris, Ile-de-France",France,Paris,
Backend Python AI Developer (IT),Groupe Aptenia,"Paris, Ile-de-France",France,Paris,python
Ingénieur conception développement Python/C (H/F) (CDI),Manpower France,"Isère, Auvergne-Rhône-Alpes",France,Isère,
Senior Python Systems Developer - Functional Testing Project H/F,Mindrift,"Paris, Ile-de-France",France,Paris,"python,docker,linux"
Senior Python Systems Developer - Functional Testing Project H/F,Mindrift,"Rhône, Auvergne-Rhône-Alpes",France,Rhône,"python,docker,linux"
Senior Python Systems Developer - Functional Testing Project,Mindrift,"Lyon, Rhône",France,Lyon,"python,docker,linux"
Senior Python Systems Developer - Functional Testing Project,Mindrift,France,France,Unknown,"python,docker,linux"
Senior Python Systems Developer - Functional Testing Project,Mindrift,"Paris, Ile-de-France",France,Paris,"python,docker,linux"
Lead Developer Python (IT),Codezys,"Rhône, Auvergne-Rhône-Alpes",France,Rhône,
Python Back-End Developer,un emploi de Python Back-End Developer chez Sunrise Group,France,France,Unknown,
Ingénieur développement Python / C++,TerX,"Levallois-Perret, Nanterre",France,Levallois-Perret,
Backend Developer Python - Greentech,Ignition Program,"8ème Arrondissement, Paris",France,Unknown,
Python Backend Developer (Fullstack) – FastAPI / React / AWS (IT),SKILLWISE,"Paris, Ile-de-France",France,Paris,python
Alternance En Developpement Python H/F,Lynred,France,France,Unknown,
Developer Python / React - Senior - Freelance,Collective.work,"8ème Arrondissement, Paris",France,Unknown,"python,aws,react"
Ingénieur en développement python & ia (siège) - h/f,Inserm,"13ème Arrondissement, Paris",France,Unknown,
Ingénieur Développement Python H/F,Astek,"Betton, Rennes",France,Betton,"python,java"
Senior backend developer - Python/Django,OOTI,"2ème Arrondissement, Paris",France,Unknown,
Ingénieur Chimie - Développement Python (H/F),Michael Page,"Mougins, Grasse",France,Mougins,python
Ingénieur Chimie - Développement Python F/H,MICHAEL PAGE INTERNATIONAL FRANCE,"Mougins, Grasse",France,Mougins,python
Stage : Stage Développement Python H/F,Akka Technologies,France,France,Unknown,python
Ingénieur Chimie - Développement Python H/F,Michael Page,"Mougins, Grasse",France,Mougins,python
Ingénieur développement Python expérimenté (H/F),Sagemcom,France,France,Unknown,
Ingénieur développement Python / C++ H/F,TerX,"Levallois-Perret, Nanterre",France,Levallois-Perret,
Expert en développement Python et FastAPI (IT),AVA2I,"Ile-de-France, France",France,Unknown,
Ingénieur Test Automatisés Robot Framework - Python H/F,Airria,"Fontaine, Grenoble",France,Fontaine,python
Ingénieur Chimie - Développement Python (H/F) (CDI),Michael Page,"Mougins, Grasse",France,Mougins,python
Développeur IA Python (AI-Native Developer) (IT),TS-CONSULT,"Ile-de-France, France",France,Unknown,python
Ingénieur Conception Développement Python - C H/F,Manpower,"Fontaine, Grenoble",France,Fontaine,
Expert Développement Python / FastAPI (F/H) (IT),Celad,"Paris, Ile-de-France",France,Paris,python
Lead Developer Python - IA - Automatisation H/F,AGH Consulting,France,France,Unknown,"python,machine learning"
Senior Back-End Developer Python H/F,Peakh,"Paris, Ile-de-France",France,Paris,"python,aws"
Ingénieur développement (Python) et test logiciel (pytest),Thelesys,"Caluire-et-Cuire, Lyon",France,Caluire-Et-Cuire,
Expert développement Python / IA générative - Nantes - 1311 (IT),ISUPPLIER,"Nantes, Loire-Atlantique",France,Nantes,python
Stage 6 mois - Développement python orienté objet - 92,N.A.S.H,"Puteaux, Nanterre",France,Puteaux,
INGÉNIEUR EN DÉVELOPPEMENT PYTHON & IA (SIÈGE) - H/F - Inserm,Inserm,"13ème Arrondissement, Paris",France,Unknown,
Lead Developer | Python - Django - React | Cybersécurité | Remote hybride,Octopus IT,"8ème Arrondissement, Paris",France,Unknown,
Ingénieur.e Développement Python Senior.e (H/F),Parrot Drones,"10ème Arrondissement, Paris",France,Unknown,
Ingénieur.e Etudes et Développement Python (H/F),Parrot Drones,"10ème Arrondissement, Paris",France,Unknown,
INGÉNIEUR DÉVELOPPEMENT SOFTWARE / PYTHON (F/H),Expectra,"Haute-Garonne, Occitanie",France,Haute-Garonne,
Ingénieur Développement Software - Python H/F,Expectra,"Rangueuil, Toulouse",France,Rangueuil,
Expert Développement Python / FastAPI – APIs & Infrastructure (Impact Team) (IT),Deodis,"Ile-de-France, France",France,Unknown,python
Ingénieur Développement Python et Test Logiciel Pytest H/F,Thelesys,"Rhône, Auvergne-Rhône-Alpes",France,Rhône,
Ingénieur(e) Développement Go & Python F/H,Randstad Digital,"Antibes-Biot, Grasse",France,Antibes-Biot,python
Alternant Ingénieur Développement C++ - Python H/F,Valeo,"Val-de-Marne, Ile-de-France",France,Val-De-Marne,python
Lead Developer Python - Full remote (Paris) - Scale-up - 70-90K,Octopus IT,"8ème Arrondissement, Paris",France,Unknown,
Ingénieur.e d’études et développement Python/C++ F/H,SYNCHROTRON SOLEIL,"Saint-Aubin-du-Cormier, Fougères",France,Saint-Aubin-Du-Cormier,
Lead Developer Python - Full Remote Paris - Scale-Up - 70-90K H/F,Octopus IT,"Paris, Ile-de-France",France,Paris,
Junior Software Engineer,Sia,"Paris, Ile-de-France",France,Paris,
Développeur Senior Python - Ansible H/F,Step Up,"Noisy-le-Grand, Le Raincy",France,Noisy-Le-Grand,python
Ingénieur Développement de Bancs de Test (H/F),ALTEN,"Brive-la-Gaillarde, Corrèze",France,Brive-La-Gaillarde,
Alternant(e) Ingénieur(e) Développement C++ / Python (F/H),Senior Discipline,"Val-de-Marne, Ile-de-France",France,Val-De-Marne,python
Alternant(e) Ingénieur(e) Développement C++ / Python (F/H),Valeo,France,France,Unknown,python
Senior FullStack Developer – App (TypeScript & Python) - CDI,Descartes Underwriting,"17ème Arrondissement, Paris",France,Unknown,
Supervision Réseau (SNMP/Grafana/Prometheus) - Python,SKOTT GROUP,"Ile-de-France, France",France,Unknown,python
Stage Data Engineering (f/h/x) - 6 mois (Stage),X FAB FRANCE,"Lisses, Corbeil-Essonnes",France,Lisses,
Lead developer back end Python - F/H,ChapsVision France,"8ème Arrondissement, Paris",France,Unknown,
Ingénieur Test et Automatisation Python H/F,Cabinet EKINOX,"Paris, Ile-de-France",France,Paris,python
Data Engineer,Sia,"Paris, Ile-de-France",France,Paris,
Final year internship - DevOps / Platform Engineer,Sia,"Paris, Ile-de-France",France,Paris,
DevOps / Platform Engineer,Sia,"Paris, Ile-de-France",France,Paris,
Lead Tech Python (H/F) – Nantes (IT),CAT-AMANIA,"Loire-Atlantique, Pays de la Loire",France,Loire-Atlantique,python
245890/Expert python Nantes (IT),WorldWide People,"Nantes, Loire-Atlantique",France,Nantes,python
Développeur Logiciel Python - Html - Systèmes Embarqués H/F,AXEAL,"La Seyne-sur-Mer, Toulon",France,La Seyne-Sur-Mer,python
Lead Developer Fullstack Python/React - Full remote possible - Cybersécurité - 90K,Octopus IT,"8ème Arrondissement, Paris",France,Unknown,
Développeur Senior Python/Ansible,STEP UP,"Noisy-le-Grand, Le Raincy",France,Noisy-Le-Grand,python
Développeur Fullstack Python / .NET / Angular / Azure (IT),COEXYA,"Paris, Ile-de-France",France,Paris,python
Stage Data Gouvernance et Quality H/F,Atalian Global Services,"Vitry-sur-Seine, Créteil",France,Vitry-Sur-Seine,
Ingénieur Logiciel Embarqué H/F,Geser Best,"Marmoutier, Saverne",France,Marmoutier,python
Développeur Python H/F,Proxiad,"Pont-Rousseau, Rezé",France,Unknown,python
LEAD DEV PYTHON (H/F) (IT),Freelance.com,"Ile-de-France, France",France,Unknown,"python,machine learning"
Ingénieur(e) R&D Électronique Hardware / FPGA F/H,CART'ELEC,France,France,Unknown,
Développeur FullStack DevOps Angular Python (IT) / Freelance,Free-Work,"Montreuil, Pas-de-Calais",France,Montreuil,python
Développeur FullStack DevOps Angular Python (IT) / Freelance,BEEZEN,"Montreuil, Bobigny",France,Montreuil,python
Ingénieur en Développement de Tests Automatisés - Python F/H,elsys-design,"Grasse, Alpes-Maritimes",France,Grasse,
Cloud Engineer W - M - Nb H/F,Ubisoft2,"Saint-Mandé, Nogent-sur-Marne",France,Saint-Mandé,python
Expert Control M - Secteur Bancaire (H/F),ALTEN,"Boulogne-Billancourt, Hauts-de-Seine",France,Boulogne-Billancourt,
Senior Fullstack Developer - App Typescript & Python - CDI H/F,Descartes Underwriting,"Paris, Ile-de-France",France,Paris,
